Team,Number,Name,First,Last,Position,Ht,Wt,Age,Bday,EXP,College,Salary,Birth City,Birth State,Race,HS,HS City,HS State,Pro Bowler,Champ,# of teams,Heisman
49ers,59,"Lynch, Aaron",Aaron,Lynch,LB,77,249,21,3/8/93,0,South Florida,604500,"Cape Coral, FL",Florida,White,Island Coast,"Island Coast, FL",Florida,0,NO,1,NO
Buccaneers,70,"Pamphile, Kevin",Kevin,Pamphile,T,77,315,23,11/27/90,0,Purdue,604625,"Miami, FL",Florida,Black,Miami Central,"Miami, FL",Florida,0,NO,1,NO
Panthers,29,"Benwikere, Bene",Bene,Benwikere,CB,72,185,23,9/3/91,0,San Jose State,604750,"Fontana, CA",California,Black,Junipero Serra,"Gardena, CA",California,0,NO,1,NO
Cowboys,15,"Street, Devin",Devin,Street,WR,75,190,23,3/30/91,0,Pittsburgh,605493,"Bethlehem, PA",Pennsylvania,Black,"Liberty (Bethlehem, PA)","Bethlehem, PA",Pennsylvania,0,NO,1,NO
Vikings,66,"Yankey, David",David,Yankey,G,78,315,22,1/18/92,0,Stanford,606725,"Sydney, AUS",Australia,Black,"Centennial (Roswell, GA)","Roswell, GA",Georgia,0,NO,1,NO
Steelers,28,"Allen, Cortez",Cortez,Allen,CB,73,196,25,10/29/88,4,The Citadel,607875,"San Diego, CA",California,Black,North Marion,"Citra, FL",Florida,0,NO,1,NO
Buccaneers,71,"Edwards, Kadeem",Kadeem,Edwards,G,76,313,23,1/24/91,0,Tennessee State,608000,"Sanford, FL",Florida,Black,"Seminole (Sanford, FL)","Sanford, FL",Florida,0,NO,1,NO
Redskins,14,"Grant, Ryan",Ryan,Grant,WR,72,193,23,12/19/90,0,Tulane,608403,"Beaumont, TX",Texas,Black,West Brook,"Beaumont, TX",Texas,0,NO,1,NO
Jets,29,"Powell, Bilal",Bilal,Powell,RB,70,204,25,10/27/88,4,Louisville,610125,"Lakeland, FL",Florida,Black,Lake Gibson,"Lakeland, FL",Florida,0,NO,1,NO
Bills,75,"Hairston, Chris",Chris,Hairston,T,78,330,25,4/26/89,3,Clemson,613977,"Winston-Salem, NC",North Carolina,Black,"Carver (Winston-Salem, NC)","Winston-Salem, NC",North Carolina,0,NO,1,NO
Broncos,76,"Austin, Marvin",Marvin,Austin,DT,74,312,25,1/10/89,4,North Carolina,615000,"Washington, DC",DC,Black,Frank W. Ballou Senior,"Washington, D.C.",District of Columbia,0,1,4,NO
Giants,83,"Parker, Preston",Preston,Parker,WR,72,200,27,2/13/87,3,North Alabama,615000,"Delray Beach, FL",Florida,Black,Atlantic,"Delray Beach, FL",Florida,0,NO,3,NO
Falcons,80,"Toilolo, Levine",Levine,Toilolo,TE,80,265,23,7/31/91,2,Stanford,615146,"San Diego, CA",California,Asian/Pacific Islander,Helix,"La Mesa, CA",California,0,NO,1,NO
Ravens,44,"Juszczyk, Kyle",Kyle,Juszczyk,FB,73,248,23,4/23/91,2,Harvard,615146,"Medina, OH",Ohio,White,Cloverleaf,"Lodi, OH",Ohio,0,NO,1,NO
Lions,92,"Taylor, Devin",Devin,Taylor,DE,79,275,24,11/15/89,2,South Carolina,615146,"Beaufort, SC",South Carolina,Black,Beaufort,"Beaufort, SC",South Carolina,0,NO,1,NO
Jaguars,50,"Smith, Telvin",Telvin,Smith,LB,75,218,23,4/11/91,0,Florida State,617763,"Valdosta, GA",Georgia,Black,Lowndes,"Valdosta, GA",Georgia,0,NO,1,NO
Giants,73,"Brewer, James",James,Brewer,T,78,330,26,12/23/87,4,Indiana,619273,"Indianapolis, IN",Indiana,Black,Arlington,"Indianapolis, IN",Indiana,0,1,1,NO
Eagles,50,"Matthews, Casey",Casey,Matthews,LB,73,245,25,1/16/89,4,Oregon,619966,"Northridge, CA",California,White,Oaks Christian,"Westlake Village, CA",California,0,NO,1,NO
Giants,81,"Robinson, Adrien",Adrien,Robinson,TE,76,264,26,9/23/88,3,cincinnati,621413,"Indianapolis, IN",Indiana,Black,Warren Central,"Indianapolis, IN",Indiana,0,NO,1,NO
Texans,93,"Crick, Jared",Jared,Crick,DE,76,285,25,8/21/89,3,Nebraska,622875,"Albuquerque, NM",New Mexico,White,Cozad,"Cozad, NE",Nebraska,0,NO,1,NO
Broncos,38,"Carter, Quinton",Quinton,Carter,S,73,200,26,7/20/88,4,Oklahoma,623750,"Las Vegas, NV",Nevada,Black,Cheyenne,"Las Vegas, NV",Nevada,0,NO,1,NO
Bills,33,"Brooks, Ron",Ron,Brooks,CB,70,190,25,10/16/88,3,LSU,625135,"Dallas, TX",Texas,Black,"Macarthur (Irving, TX)","Irving, TX",Texas,0,NO,1,NO
Eagles,22,"Boykin, Brandon",Brandon,Boykin,CB,70,185,24,7/13/90,3,Georgia,626367,"La Grange, GA",Georgia,Black,Fayett County,"Fayetteville, GA",Georgia,0,NO,1,NO
Saints,88,"Toon, Nick",Nick,Toon,WR,76,218,25,11/4/88,3,Wisconsin,626903,"Middleton, WI",Wisconsin,Black,Middleton,"Middleton, WI",Wisconsin,0,NO,1,NO
Redskins,29,"Helu Jr., Roy",Roy,Helu Jr.,RB,71,215,25,12/7/88,4,Nebraska,627563,"Danville, CA",California,Asian/Pacific Islander,San Ramon Valley,"Danville, CA",California,0,NO,1,NO
Eagles,97,"Hart, Taylor",Taylor,Hart,DE,78,281,23,2/22/91,0,Oregon,627665,"Tualatin, OR",Oregon,White,Tualatin,"Tualatin, OR",Oregon,0,NO,1,NO
Bengals,65,"Boling, Clint",Clint,Boling,G,77,310,25,5/9/89,4,Georgia,628112,"Atlanta, GA",Georgia,White,Chattahoochee,"Alpharetta, GA",Georgia,0,NO,1,NO
Texans,82,"Martin, Keshawn",Keshawn,Martin,WR,71,194,24,3/15/90,3,Michigan State,628140,"Inkster, MI",Michigan,Black,John Glenn,"Westland, MI",Michigan,0,NO,1,NO
Buccaneers,88,"Stocker, Luke",Luke,Stocker,TE,78,253,26,7/17/88,4,Tennessee,628172,"Lexington, KY",Kentucky,White,Madison Southern,"Berea, KY",Kentucky,0,NO,1,NO
Cardinals,94,"Acho, Sam",Sam,Acho,LB,75,257,26,9/6/88,4,Texas,628607,"Hawthorn Woods, IL",Illinois,Black,St. Mark's,"Dallas, TX",Texas,0,NO,1,NO
Chiefs,52,"Johnson, James-Michael",James-Michael,Johnson,LB,73,240,25,8/20/89,2,Nevada,628977,"Vallejo, CA",California,Black,Rodriguez,"Fairfield, CA",California,0,NO,2,NO
Browns,84,"Cameron, Jordan",Jordan,Cameron,TE,77,249,26,8/7/88,4,USC,629350,"Los Angeles, CA",California,White,Newbury Park,"Newbury Park ,CA",California,1,NO,1,NO
Vikings,17,"Wright, Jarius",Jarius,Wright,WR,70,180,24,11/25/89,3,Arkansas,630027,"Warren, AR",Arkansas,Black,"Warren (Warren, AR)","Warren, AR",Arkansas,0,NO,1,NO
Redskins,52,"Robinson, Keenan",Keenan,Robinson,LB,75,238,25,7/7/89,3,Texas,630027,"Omaha, NE",Nebraska,Black,"East Newton Co. (Plano, TX)","Plano, TX",Texas,0,NO,1,NO
Lions,43,"Lawson, Nevin",Nevin,Lawson,CB,70,192,23,4/23/91,0,Utah State,630146,"Kingston, Jamaica",Jamaica,Black,Piper,"Sunrise, FL",Florida,0,NO,1,NO
Lions,79,"Webster, Larry",Larry,Webster,DE,79,262,24,2/14/90,0,Bloomsburg,630146,"Hagerstown, MD",Maryland,Black,Elkton,"Elkton, MD",Maryland,0,NO,1,NO
Falcons,53,"Shembo, Prince",Prince,Shembo,LB,74,254,22,12/24/91,0,Notre Dame,630146,"Charlotte, NC",North Carolina,Black,Ardrey Kell High School,"Charlotte, NC",North Carolina,0,NO,1,NO
Texans,3,"Savage, Tom",Tom,Savage,QB,76,228,24,4/26/90,0,Pittsburgh,630146,"Springfield, PA",Pennsylvania,White,Cardinal O'Hara,"Springfield, PA",Pennsylvania,0,NO,1,NO
Jets,70,"Dozier, Dakota",Dakota,Dozier,T,76,312,23,4/30/91,0,Furman,630146,"West Columbia, SC",South Carolina,Black,Brookland-Cayce,"Cayce, SC",South Carolina,0,NO,1,NO
Patriots,71w,"Fleming, Cameron",Cameron,Fleming,T,78,325,22,9/3/92,0,Stanford,630146,"Fort Hood, TX",Texas,Black,Cypress Creek,"Houston, TX",Texas,0,NO,1,NO
Ravens,34,"Taliaferro, Lorenzo",Lorenzo,Taliaferro,RB,72,226,22,12/23/91,0,Coastal Carolina,630146,"Yorktown, VA",Virginia,Black,Burton,"York County, VA",Virginia,0,NO,1,NO
Bills,25,"Searcy, Da'Norris",Da'Norris,Searcy,S,71,207,25,11/16/88,4,North Carolina,631106,"Decatur, GA",Georgia,Black,Towers,"Decatur, GA",Georgia,0,NO,1,NO
49ers,78,"Looney, Joe",Joe,Looney,G,75,315,24,8/31/90,3,Wake Forest,631301,"Lak Worth, FL",Florida,Black,Lake Worth,"Lake Worth, FL",Florida,0,NO,1,NO
Seahawks,50,"Wright, K.J.",K.J.,Wright,LB,76,246,25,7/23/89,4,Mississippi State,631500,"Memphis, TN",Tennessee,Black,Olive Branch,"Olive Branch, MS",Mississippi,0,1,1,NO
Titans,24,"Sensabaugh, Coty",Coty,Sensabaugh,CB,71,187,25,11/15/88,3,Clemson,633023,"Kingsport, TN",Tennessee,Black,Dobyns Bennett,"Kingsport, TN",Tennessee,0,NO,1,NO
Chiefs,96,"Howard, Jaye",Jaye,Howard,DT,75,301,25,12/20/88,2,Florida,633716,"Zachary, LA",Louisiana,Black,Jones,"Orlando, FL",Florida,0,NO,2,NO
Cowboys,51,"Wilber, Kyle",Kyle,Wilber,LB,76,250,25,4/26/89,3,Wake Forest,634805,"Orlando, FL",Florida,Black,Apopka,"Apopka, FL",Florida,0,NO,1,NO
Cardinals,70,"Massie, Bobby",Bobby,Massie,T,78,316,25,8/1/89,3,Mississippi,635845,"Lynchburg, VA",Virginia,Black,Liberty Christian,"Lynchburg, VA",Virginia,0,NO,1,NO
Chargers,89,"Green, Ladarius",Ladarius,Green,TE,78,240,24,5/29/90,3,Louisiana-Lafayette,637725,"Berlin, Germany",Germany,Black,"Booker T. Washington (Pensacola, FL)","Pensacola, FL",Florida,0,NO,1,NO
49ers,11,"Patton, Quinton",Quinton,Patton,WR,72,204,24,8/9/90,2,Louisiana Tech,637875,"Nashville, TN",Tennessee,Black,La Vergne,"La Vergne, TN",Tennessee,0,NO,1,NO
Seahawks,22,"Turbin, Robert",Robert,Turbin,RB,70,222,24,12/2/89,3,Utah State,639114,"Oakland, CA",California,Asian/Pacific Islander,"Irvington (Fremont, CA)","Fremont, CA",California,0,1,1,NO
Falcons,93,"Goodman, Malliciah",Malliciah,Goodman,DE,76,276,24,1/4/90,2,Clemson,639272,"Florence, SC",South Carolina,Black,West Florence,"Florence, SC",South Carolina,0,NO,1,NO
Buccaneers,92,"Gholston, William",William,Gholston,DE,78,281,23,7/31/91,2,Michigan State,640136,"Detroit, MI",Michigan,Black,Southeastern,"Detroit, MI",Michigan,0,NO,1,NO
Bills,53,"Bradham, Nigel",Nigel,Bradham,LB,74,241,25,9/4/89,3,Florida State,641065,"Crawfordville, FL",Florida,Black,Wakulla,"Crawfordville, FL",Florida,0,NO,1,NO
Redskins,8,"Cousins, Kirk",Kirk,Cousins,QB,75,202,26,8/19/88,3,Michigan State,643172,"Barrington, IL",Illinois,White,"Christian (Holand, MI)","Holand, MI",Michigan,0,NO,1,NO
Broncos,31,"Bolden, Omar",Omar,Bolden,S,70,195,25,12/20/88,3,Arizona State,643607,"Fullerton, CA",California,Black,Colony,"Ontario, CAN",Canada,0,NO,1,NO
Packers,73,"Tretter, JC",JC,Tretter,C,76,307,23,2/12/91,2,Cornell,643977,"Akron, NY",New York,White,"Central (Akron, NY)","Akron, NY",New York,0,NO,1,NO
Browns,11,"Benjamin, Travis",Travis,Benjamin,WR,70,175,24,12/29/89,3,Miami (FL),644250,"Belle Glade, FL",Florida,Black,Glades Central,"Belle Glade, FL",Florida,0,NO,1,NO
Eagles,72,"Thornton, Cedric",Cedric,Thornton,DE,76,309,26,6/21/88,3,USC,645000,"Star City, AR",Arkansas,Black,Star City,"Star City, AR",Arkansas,0,NO,1,NO
Bears,8,"Clausen, Jimmy",Jimmy,Clausen,QB,74,210,27,9/21/87,5,Notre Dame,645000,"Thousand Oaks, CA",California,White,Oaks Christian,"Westlake Village, CA",California,0,NO,2,NO
Titans,17,"Durham, Kris",Kris,Durham,WR,78,216,26,3/17/88,4,Georgia,645000,"Rome, GA",Georgia,White,Calhoun,"Calhoun, GA",Georgia,0,NO,3,NO
Chiefs,53,"Mauga, Josh",Josh,Mauga,LB,73,245,27,6/20/87,4,Nevada,645000,"Ewa Beach, HI",Hawaii,Asian/Pacific Islander,Churchill Co,"Fallon, NV",Nevada,0,NO,2,NO
Raiders,35,"Chekwa, Chimdi",Chimdi,Chekwa,CB,72,194,26,9/7/88,3,Ohio State,645000,"Marrero, LA",Louisiana,Black,East Ridge,"Clermont, FL",Florida,0,NO,1,NO
Chiefs,30,"McKnight, Joe",Joe,McKnight,RB,71,205,26,4/16/88,3,USC,645000,"Kenner, LA",Louisiana,Black,Curtis Christian,"River Ridge, LA",Louisiana,0,NO,2,NO
Texans,95,"Powe, Jerrell",Jerrell,Powe,NT,74,331,27,3/15/87,3,Mississippi,645000,"Buckatunna, MS",Mississippi,Black,Wayne County,"Waynesboro, MS",Mississippi,0,NO,2,NO
Titans,66,"Olsen, Eric",Eric,Olsen,G,72,305,26,6/16/88,3,Notre Dame,645000,"New York, NY",New York,White,Poly Prep,"New York, NY",New York,0,NO,5,NO
Seahawks,57,"Morgan, Mike",Mike,Morgan,LB,75,226,26,1/16/88,4,USC,645000,"Dallas, TX",Texas,Black,"Skyline (Dallas, TX)","Dallas, TX",Texas,0,1,1,NO
Seahawks,63,"Schilling, Stephen",Stephen,Schilling,G,77,312,26,7/21/88,4,Michigan,645000,"Bellevue, WA",Washington,White,Bellevue,"Bellevue, WA",Washington,0,NO,2,NO
Colts,62,"Holmes, Khaled",Khaled,Holmes,C,75,309,24,1/19/90,2,USC,645027,"San Diego, CA",California,Black,Mater Dei,"Santa Ana, CA",California,0,NO,1,NO
Vikings,50,"Hodges, Gerald",Gerald,Hodges,LB,74,243,23,1/17/91,2,Penn State,645027,"Woodbury, NJ",New Jersey,Black,Paulsboro,"Paulsboro, NJ",New Jersey,0,NO,1,NO
Texans,60,"Jones, Ben",Ben,Jones,C,75,308,25,7/2/89,3,Georgia,645362,"Centreville, AL",Alabama,White,Bibb County,"Centreville, AL",Alabama,0,NO,1,NO
Chargers,29,"Wright, Shareece",Shareece,Wright,CB,71,182,27,4/8/87,4,USC,646035,"San Bernardino, CA",California,Black,Colton,"Colton, CA",California,0,NO,1,NO
Ravens,66,"Gradkowski, Gino",Gino,Gradkowski,G,75,300,25,11/5/88,3,Delaware,646106,"Pittsburgh, PA",Pennsylvania,White,Seton-La Salle Catholic,"Pittsburgh, PA",Pennsylvania,0,1,1,NO
Dolphins,26,"Miller, Lamar",Lamar,Miller,RB,70,224,23,4/25/91,3,Miami (FL),646500,"Miami, FL",Florida,Black,Killian,"Miami, FL",Florida,0,NO,1,NO
Bengals,56,"Porter, Sean",Sean,Porter,LB,73,242,23,1/12/91,2,Texas A&M,647325,"Schertz, TX",Texas,Black,Samuel Clemens,"Schertz, TX",Texas,0,NO,1,NO
Bears,52,"Greene, Khaseem",Khaseem,Greene,LB,73,241,25,2/4/89,2,Rutgers,648023,"Elizabeth, NJ",New Jersey,Black,Elizabeth,"Elizabeth, NJ",New Jersey,0,NO,1,NO
Cardinals,78,"Watford, Earl",Earl,Watford,G,76,295,24,6/24/90,2,James Madison,648716,"Philadelphia, PA",Pennsylvania,Black,Simon Gratz,"Philadelphia, PA",Pennsylvania,0,NO,1,NO
Rams,13,"Givens, Chris",Chris,Givens,WR,72,203,24,12/6/89,3,Wake Forest,649257,"Jackson, MS",Mississippi,Black,"Wylie (Wylie, TX)","Wylie, TX",Texas,0,NO,1,NO
Steelers,3,"Jones, Landry",Landry,Jones,QB,75,221,25,4/4/89,2,Oklahoma,649805,"Artesia, NM",New Mexico,White,Artesia,"Artesia, NM",New Mexico,0,NO,1,NO
Steelers,39,"Webb, B.W.",B.W.,Webb,CB,71,190,24,1/7/90,2,William & Mary,650845,"Newport News, VA",Virginia,Black,Warwick,"Newport News, VA",Virginia,0,NO,2,NO
Bears,47,"Conte, Chris",Chris,Conte,S,74,203,25,2/23/89,4,California,650900,"Los Angeles, CA",California,White,Loyola,"Los Angeles, CA",California,0,NO,1,NO
Rams,67,"Jones, Barrett",Barrett,Jones,G,76,308,24,5/25/90,2,Alabama,651300,"Memphis, TN",Tennessee,White,Evangelical Christian,"Memphis, TN",Tennessee,0,NO,1,NO
Seahawks,58,"Pierre-Louis, Kevin",Kevin,Pierre-Louis,LB,72,236,22,10/7/91,0,Boston College,651413,"Norwalk, CT",Connecticut,Black,King Low Heywood Thomas,"Stamford, CT",Connecticut,0,NO,1,NO
Raiders,70,"Bergstrom, Tony",Tony,Bergstrom,G,77,310,28,8/8/86,3,Utah,651504,"Salt Lake City, UT",Utah,White,"Skyline (Salt Lake City, UT)","Salt Lake City, UT",Utah,0,NO,1,NO
Steelers,29,"Thomas, Shamarko",Shamarko,Thomas,S,69,217,24,2/23/90,2,Syracuse,653288,"Virginia Beach, VA",Virginia,Black,Ocean Lakes,"Virginia Beach, VA",Virginia,0,NO,1,NO
Giants,9,"Nassib, Ryan",Ryan,Nassib,QB,74,223,24,3/10/90,2,Syracuse,653400,"West Chester, PA",Pennsylvania,White,Malvern,"Malvern, PA",Pennsylvania,0,NO,1,NO
Packers,69,"Bakhtiari, David",David,Bakhtiari,T,76,310,23,9/30/91,2,Colorado,653850,"San Mateo, CA",California,Other,Junipero Serra,"San Mateo, CA",California,0,NO,1,NO
Patriots,28,"White, James",James,White,RB,70,205,22,2/3/92,0,Wisconsin,654272,"Fort Lauderdale, FL",Florida,Black,St. Thomas Aquinas,"Fort Lauderdale, FL.",Florida,0,NO,1,NO
49ers,36,"Johnson, Dontae",Dontae,Johnson,CB,74,200,22,12/1/91,0,North Carolina State,655136,"Pennington, NJ",New Jersey,Black,Pennington,"Pennington, NJ",New Jersey,0,NO,1,NO
Jets,93,"Ellis, Kenrick",Kenrick,Ellis,DT,76,346,26,12/10/87,4,Hampton,655625,Jamaica,Jamaica,Black,Leonard,"Lake Worth, FL",Florida,0,NO,1,NO
Titans,62,"Schwenke, Brian",Brian,Schwenke,C,75,318,23,3/22/91,2,California,656065,"Waukegan, IL",Illinois,White,Oceanside,"Oceanside, CA",California,0,NO,1,NO
Panthers,33,"Boston, Tre",Tre,Boston,S,73,205,22,6/25/92,0,North Carolina,656367,"Fort Myers, FL",Florida,Black,North Fort Myers,"Fort Myers, FL",Florida,0,NO,1,NO
Chargers,86,"Brown, Vincent",Vincent,Brown,WR,71,190,25,1/25/89,4,San Diego State,656517,"Upland, CA",California,Black,Rancho Cucamonga,"Rancho Cucamonga, CA",California,0,NO,1,NO
Dolphins,80,"Sims, Dion",Dion,Sims,TE,76,260,23,2/18/91,2,Michigan State,656888,"Detroit, MI",Michigan,Black,St. Mary's Preparatory,"Orchard Lake Village, MI",Michigan,0,NO,1,NO
Browns,26,"Desir, Pierre",Pierre,Desir,CB,74,206,24,9/8/90,0,Lindenwood,656903,"Port-Au-Prince, Haiti",Haiti,Black,Lindenwood,"Lindenwood, MO",Missouri,0,NO,1,NO
Bills,27,"Williams, Duke",Duke,Williams,S,71,201,23,10/15/90,2,Nevada,657563,"Reno, NV",Nevada,Black,Hug,"Reno, NV",Nevada,0,NO,1,NO
Saints,54,"Fortt, Khairi",Khairi,Fortt,LB,74,240,22,3/24/92,0,California,658140,"Stamford, CT",Connecticut,Black,Stamford,"Stamford, CT",Connecticut,0,NO,1,NO
Dolphins,53,"Jenkins, Jelani",Jelani,Jenkins,LB,72,245,22,3/13/92,2,Florida,658172,"Olney, MD",Maryland,Black,Our Lady Good Counsel,"Olney, MD",Maryland,0,NO,1,NO
Falcons,76,"Holmes, Lamar",Lamar,Holmes,T,78,333,25,7/8/89,3,Southern Miss,658400,"Gastonia, NC",North Carolina,Black,Hunter Huss,"Gastonia, NC",North Carolina,0,NO,1,NO
Cardinals,57,"Okafor, Alex",Alex,Okafor,LB,76,260,23,2/8/91,2,Texas,658607,"Dallas, TX",Texas,Black,Pflugerville,"Pflugerville, TX",Texas,0,NO,1,NO
Dolphins,35,"Aikens, Walt",Walt,Aikens,CB,73,210,23,6/19/91,0,Liberty,658977,"Charlotte, NC",North Carolina,Black,Harding University,"Charlotte, NC",North Carolina,0,NO,1,NO
49ers,29,"Culliver, Chris",Chris,Culliver,CB,72,199,26,8/17/88,4,South Carolina,659719,"Philadelphia, PA",Pennsylvania,Black,Garner Magnet,"Garner, NC",North carolina,0,NO,1,NO
Seahawks,81,"Norwood, Kevin",Kevin,Norwood,WR,74,199,25,9/23/89,0,Alabama,660027,"Biloxi, MS",Mississippi,Black,D'lberville,"D'lberville, MS",Mississippi,0,NO,1,NO
Jaguars,42,"Prosinski, Chris",Chris,Prosinski,S,73,208,27,4/28/87,4,Wyoming,660036,"Newcastle, WY",Wyoming,White,Buffalo,"Buffalo, WY",Wyoming,0,NO,1,NO
Colts,13,"Hilton, T.Y.",T.Y.,Hilton,WR,69,178,24,11/14/89,3,Florida International,660600,"Miami, FL",Florida,Black,Miami Springs,"Miami, FL",Florida,0,NO,1,NO
Browns,93,"Hughes, John",John,Hughes,DE,74,320,25,4/27/89,3,Cincinnati,661035,"Columbus, OH",Ohio,Black,"Lincoln (Gahanna, OH)","Gahanna, OH",Ohio,0,NO,1,NO
Buccaneers,97,"Spence, Akeem",Akeem,Spence,DT,73,307,22,11/29/91,2,Illinois,661106,"Fort Walton Beach, FL",Florida,Black,Fort Walton Beach,"Fort Walton Beach, FL",Florida,0,NO,1,NO
Titans,28,"Huff, Marqueston",Marqueston,Huff,S,71,196,22,4/6/92,0,Wyoming,661301,"Texarkana, TX",Texas,Black,Liberty-Eylau,"Texarkana, TX",Texas,0,NO,1,NO
Packers,54,"Bradford, Carl",Carl,Bradford,LB,73,252,22,8/15/92,0,Arizona State,662325,"Norco, CA",California,Other,Norco,"Norco, CA",California,0,NO,1,NO
Cardinals,6,"Thomas, Logan",Logan,Thomas,QB,78,250,23,7/1/91,0,Virginia Tech,663023,"Lynchburg, VA",Virginia,Black,Brookville,"Lynchburg, VA",Virginia,0,NO,1,NO
Cowboys,59,"Hitchens, Anthony",Anthony,Hitchens,LB,72,240,22,6/10/92,0,Iowa,663716,"Lorain, OH",Ohio,Black,Clearview,"Lorain, OH",Ohio,0,NO,1,NO
Steelers,10,"Bryant, Martavis",Martavis,Bryant,WR,76,211,22,12/20/91,0,Clemson,664805,"Calhoun Falls, SC",South Carolina,Black,T.L. Hanna,"Anderson, SC",South Carolina,0,NO,1,NO
Bears,45,"Vereen, Brock",Brock,Vereen,S,71,199,22,8/17/92,0,Minnesota,665470,"Valencia, CA",California,Black,"Valencia (Valencia, CA)","Valencia, CA",California,0,NO,1,NO
Bears,25,"Carey, Ka'Deem",Ka'Deem,Carey,RB,70,207,21,10/30/92,0,Arizona,665845,"Tucson, AZ",Arizona,Black,Canyon del Oro,"Oro Vally, AZ",Arizona,0,NO,1,NO
Chiefs,1,"Thomas, De'Anthony",De'Anthony,Thomas,RB,69,174,21,1/5/93,0,Oregon,666277,"Los Angeles, CA",California,Black,Crenshaw,"Los Angeles, CA",California,0,NO,1,NO
Raiders,39,"McGill, Keith",Keith,McGill,CB,75,211,25,3/9/89,0,Utah,666300,"La Mirada, CA",California,Black,La Marida,"La Marida, CA",California,0,NO,1,NO
Chiefs,97,"Bailey, Allen",Allen,Bailey,DE,75,288,25,3/25/89,3,Miami (FL),667736,"Sapelo Island, GA",Georgia,Black,McIntosh County Academy,"Darien, GA",Georgia,0,NO,1,NO
Jaguars,84,"Shorts III, Cecil",Cecil,Shorts III,WR,72,202,26,12/22/87,4,Mount Union,668037,"Kent, OH",Ohio,Black,"Collinwood,","Cleveland, OH",Ohio,0,NO,1,NO
Giants,44,"Williams, Andre",Andre,Williams,RB,71,230,22,8/28/92,0,Boston College,668400,"Poughkeepsie, NY",New York,Black,Parkland,"Allentown, PA",Pennsylvania,0,NO,1,NO
Ravens,98,"Williams, Brandon",Brandon,Williams,DT,73,335,25,2/21/89,2,Missouri-Southern State,668750,"Kirkwood, MO",Missouri,Black,Rockwood Summit,"Fenton, MO",Missouri,0,NO,1,NO
Titans,98,"Jones, DaQuan",DaQuan,Jones,DT,76,323,22,12/17/91,0,Penn State,668850,"Johnson City, NY",New York,Black,Johnson City,"Johnson City, NY",New York,0,NO,1,NO
Bengals,61,"Bodine, Russell",Russell,Bodine,C,75,306,22,6/30/92,0,North Carolina,669114,"Scottsville, VA",Virginia,White,Fork Union Military Academy,"Fork Union, VA",Virginia,0,NO,1,NO
Saints,76,"Hicks, Akiem",Akiem,Hicks,DE,77,324,24,11/16/89,3,Regina,670100,"San Jose, CA",California,Black,Del Campo,"Fair Oaks, CA",California,0,NO,1,NO
Titans,50,"Gooden, Zaviar",Zaviar,Gooden,LB,73,231,24,8/31/90,2,Missouri,670254,"Pflugerville, TX",Texas,Black,Pflugerville,"Pflugerville, TX",Texas,0,NO,1,NO
Bills,29,"Cockrell, Ross",Ross,Cockrell,CB,72,190,23,8/6/91,0,Duke,671888,"Detroit, MI",Michigan,Black,Charlotte Latin,"Charlotte, NC",North Carolina,0,NO,1,NO
Giants,12,"Jernigan, Jerrel",Jerrel,Jernigan,WR,68,189,25,6/14/89,4,Troy,672563,"Midway, AL",Alabama,Black,Eufaula,"Eufaula, AL",Alabama,0,1,1,NO
Seahawks,91,"Marsh, Cassius",Cassius,Marsh,DE,76,254,22,7/7/92,0,UCLA,672563,"Mission Hills, CA",California,White,Oaks Christian,"Westlake Village, CA",California,0,NO,1,NO
Bengals,98,"Thompson, Brandon",Brandon,Thompson,DT,74,315,24,10/19/89,3,Clemson,672800,"Thomasville, GA",Georgia,Black,Thomasville,"Thomasville, GA",Georgia,0,NO,1,NO
Raiders,78,"Ellis, Justin",Justin,Ellis,DT,74,334,23,12/27/90,0,Louisiana Tech,673172,"Monroe, LA",Louisiana,Black,Neville,"Monroe, LA",Louisiana,0,NO,1,NO
49ers,,"Ellington, Bruce",Bruce,Ellington,WR,69,197,23,8/22/91,0,South Carolina,673607,"Moncks Corner, SC",South Carolina,Black,Berkeley,"Moncks Corner, SC",South Carolina,0,NO,1,NO
Patriots,66,"Stork, Bryan",Bryan,Stork,C,76,310,23,11/15/90,0,Florida State,674250,"Vero Beach, FL",Florida,White,Vero Beach,"Vero Beach, FL",Florida,0,NO,1,NO
Dolphins,29,"Davis, Will",Will,Davis,CB,71,190,24,5/8/90,2,Utah State,675300,"Spokane, WA",Washington,Black,Central Valley,"Spokane Valley, WA",Washington,0,NO,1,NO
Jets,16,"Saunders, Jalen",Jalen,Saunders,WR,69,164,22,9/30/92,0,Oklahoma,675362,"Elk Grove, CA",California,Black,Pleasant Grove,"Elk Grove, CA",California,0,NO,1,NO
49ers,96,"Lemonier, Corey",Corey,Lemonier,LB,75,255,22,11/19/91,2,Auburn,675813,"Hialeah, FL",Florida,Black,Hialeah,"Hialeah, FL",Florida,0,NO,1,NO
Falcons,33,"Freeman, Devonta",Devonta,Freeman,RB,68,206,22,3/15/92,0,Florida State,676106,"Miami, FL",Florida,Black,Miami Central,"Miami, FL",Florida,0,NO,1,NO
Steelers,51,"Spence, Sean",Sean,Spence,LB,71,231,24,6/7/90,3,Miami (FL),676345,"Miami, FL",Florida,Black,"Northwestern (Miami, FL)","Miami, FL",Florida,0,NO,1,NO
